"","BM_Series1_NHBE_Mock_1","BM_Series1_NHBE_Mock_2","BM_Series1_NHBE_Mock_3","BM_Series1_NHBE_SARS.CoV.2_1","BM_Series1_NHBE_SARS.CoV.2_2","BM_Series1_NHBE_SARS.CoV.2_3"
"PACSIN2",1404.03169220921,1190.80806361346,1061.31628474819,1301.2879944579,1135.10079975342,1225.54829982361
"TTLL1",103.693342293889,78.7311116438654,66.6297219124427,91.7920991941258,81.8582307514483,84.9527798741364
"AP1B1",1917.73089368813,2027.32612482954,1756.9623099531,2289.40294460643,1851.36031882859,2013.79868357379
"HMGXB4",586.403728834406,510.52205206569,569.525480156356,584.499690456713,597.565084485573,602.561247413273
"TOM1",654.340746199367,632.309240389794,569.525480156356,765.384121221608,667.144580624304,692.156255695832
"NEFH",28.6050599431417,31.9845141053203,20.6234853538513,36.4468629153147,38.2005076840092,31.1029303364324
"CHKB",457.680959090268,463.775454527145,452.923466809581,494.057475074265,487.056472971118,466.079732205644
"BIK",63.169507374438,77.50093802443,61.870456061554,118.789775427692,90.0440538265932,108.628144757092
"HMOX1",174.014114654112,178.375174818133,161.02182795507,199.782804128391,158.259246119467,200.080044403021
"MCAT",116.803994767829,102.104410413138,128.500177973997,130.938729732797,126.880257664745,123.483275664045
"THOC5",585.211851336775,510.52205206569,542.556307001319,585.849574268391,657.594453703301,733.936311371637
"MCM5",222.881092056979,206.669168065147,230.824393768105,251.078388972168,193.731146111761,227.004969171873
"APOBEC3H",5.95938748815453,6.15086809717699,4.75926585088877,8.09930287006992,4.09291153757242,9.28445681684551
"ARSA",417.157124170817,477.307364340934,442.611724132655,643.894578170559,380.640772994235,435.441024710054
"TSPO",517.274833971813,639.690282106407,534.624197249838,778.882959338391,444.763053749536,560.781191737468
"RASD2",94.1583223128416,110.715625749186,71.3889877633315,71.543842018951,38.2005076840092,58.956300786969
"TTLL12",936.815713137892,899.256915807276,761.482536142203,1349.88381167832,810.396484439338,927.517236002866
"CBX7",61.9776298768071,55.3578128745929,61.870456061554,56.6951200904895,47.7506346050115,44.5653927208584
"PDGFB",164.479094673065,148.851007951683,138.018709675774,329.37165004951,261.946338404635,314.743086091063
"RPL3",16831.6940215437,14906.0137466987,14632.3628585575,16245.8516735486,14802.6967275536,16323.0035296961
"ZMAT5",82.2395473365325,114.406146607492,111.842747495886,132.288613544475,100.958484593453,100.272133621931
"RBFOX2",4005.90026953747,3924.25384599892,3684.46497956305,3358.51092345566,3699.99202996546,3776.45281025191
"SYNGR1",27.4131824455108,20.9129515304018,23.7963292544438,31.0473276686014,15.0073423044322,15.3193537477951
"TAB1",421.924634161341,373.972780308361,334.73503151251,449.511309288881,342.440265310225,366.736044265397
"ASCC2",1041.70093292941,1091.1640004392,1020.06931404049,1391.73020984035,1151.47244590371,1288.21838333731
"MTMR3",1171.61558017118,1013.66306241477,1070.04160547482,1123.10333131636,1185.58004205014,1162.41399346906
"MIEF1",736.5802935359,695.048094981,662.331164248687,747.83563166979,738.088380608892,830.958885107673
"APOL4",3.57563249289272,0,2.37963292544438,4.04965143503496,0,0.464222840842275
"APOL1",922.513183166321,1022.27427775082,958.198857978938,977.315879655104,1054.60687284783,1057.03540859786
"PNPLA3",128.722769744138,140.239792615635,111.049536520738,132.288613544475,136.430384585747,185.224913496068
"MYH9",21692.1704568825,22057.0129964767,22002.0860286588,31153.968489724,22025.321287523,23890.300058266
"SAMM50",754.458456000363,755.326602333334,678.195383751649,726.237490682936,749.002811375752,771.538361479861
"TXN2",1533.94633945098,1427.00139854506,1285.79499071511,1677.90557791615,1392.95422662048,1505.4746728515
"FOXRED2",36.9482024265581,52.8974656357221,31.7284390059251,43.1962819737063,20.4645576878621,28.3175932913788
"EIF3D",3954.64953713935,3576.1147116987,3729.6780051465,4056.40085409335,4300.28572214275,4428.68590163531
"TNRC6B",933.240080644999,938.622471629208,1014.51683721446,865.275523285804,781.746103676331,900.128088393172
"SGSM3",443.378429118697,535.125524454398,437.852458281766,696.540046826014,452.948876824681,433.119910505843
"IFT27",165.670972170696,169.763959482085,187.991001110106,180.884430764895,174.630892269756,141.587966456894
"KIAA0930",2656.69494221929,2491.10157935668,2394.7039339722,2724.06553196685,2508.95477253189,2410.24498965309
"NCF4",11.9187749763091,8.61121533604778,4.75926585088877,5.39953524671328,6.82151922928736,3.24955988589593
"SLC25A17",164.479094673065,179.605348437568,172.126781607144,160.63617358972,162.352157657039,174.083565315853
"FAM118A",246.718642009598,166.073438623779,252.241090097105,207.882106998461,251.031907637775,207.043387015655
"KCTD17",258.637416985907,216.51055702063,223.685494991772,211.931758433496,173.266588423899,246.038105646406
"ST13",5648.30746127286,4896.09100535288,5228.05353720131,4820.43509150328,5739.62627952238,5604.09813464795
"IL2RB",7.15126498578544,14.7620834332248,13.4845865775182,4.04965143503496,1.36430384585747,4.64222840842275
"RBX1",262.213049478799,223.891598737242,247.481824246216,290.225019510839,251.031907637775,311.029303364324
"EP300",2464.80266510071,2363.1635229354,2216.23146456387,2532.38203070853,2308.40210719084,2405.13853840383
"L3MBTL2",383.784554237152,328.456356389251,264.932465699475,342.870488166293,336.983049926796,359.772701652763
"CHADL",11.9187749763091,4.92069447774159,5.55247682603689,1.34988381167832,5.45721538342989,2.78533704505365
"RANGAP1",1599.49960182068,1595.53518440771,1409.53590283822,2352.84748375531,1836.35297652416,1893.56496779564
"ZC3H7B",2077.44247837067,2166.33574382573,2048.86394880761,2783.4604196807,2140.59273415037,2404.21009272214
"PHF5A",315.84753687219,282.939932470141,358.531360766954,350.969791036363,321.975707622363,355.594696085183
"ACO2",1797.35126642741,1717.32237273181,1684.78011121462,2109.86839765322,1761.316265002,1836.0013355312
"POLR3H",405.238349194508,349.369307919653,360.11778271725,442.761890230489,373.819253764947,451.688824139534
"TRMU",222.881092056979,247.264897506515,218.926229140883,279.425949017412,240.117476870915,248.359219850617
"PMM1",307.504394388774,262.02698093974,249.068246196512,310.473276686014,289.232415321784,295.709949616529
"DESI1",1362.31597979213,1160.05372312758,1263.58508341097,1529.41835863154,1410.69017661663,1444.19725786032
"CERK",518.466711469444,474.847017102063,467.201264362247,465.709915029021,521.164069117554,445.189704367742
"BRD1",361.138881782165,402.266773555375,498.136492393024,518.355383684475,386.097988377665,357.451587448552
"ZBED4",706.783356095127,733.183477183497,661.537953273539,753.235166916503,701.252176770741,697.72692978594
"HDAC10",107.268974786782,185.756216534745,132.466232849737,175.484895518182,144.616207660892,116.055710210569
"ABHD4",951.118243109463,987.829416406624,908.226566544606,948.968319609859,828.132434435485,840.243341924518
"KHNYN",2162.06578070246,2072.84254874864,2150.39495362657,2282.65352554804,2368.43147640857,2241.2678755865
"FKBP3",1216.90692508115,1145.29163969436,1363.52966627963,1051.55948929741,1137.82940744513,1145.23774835789
"SDR39U1",288.434354426679,341.98826620304,241.136136445031,302.373973815944,264.67494609635,279.46215018705
"RBM23",880.797470749239,803.303373491315,744.825105664092,750.535399293146,776.288888292902,819.353314086616
"PRMT5",1612.61025429462,1247.39605010749,1401.60379308674,1445.72556230748,1556.67068812338,1661.91777021535
"COCH",5.95938748815453,1.2301736194354,0,1.34988381167832,4.09291153757242,0.464222840842275
"AP4S1",71.5126498578544,77.50093802443,68.216143862739,62.0946553372028,57.3007615260138,71.4903174897104
"POLE2",38.140079924189,38.1353822024973,42.0401816828508,22.9480247985315,15.0073423044322,24.6038105646406
"VCPKMT",48.8669774028671,61.5086809717699,56.3179792355171,40.4965143503496,65.4865846011587,42.7085013574893
"SOS2",548.263648910217,536.355698073833,633.775569143354,535.903873236293,594.836476793858,481.863308794282
"CDKL1",25.029427450249,33.2146877247557,41.2469707077026,29.6974438569231,34.1075961464368,37.6020501082243
"NIN",884.373103242132,841.438755693812,928.850051898458,832.878311805524,915.447880570364,898.271197029803
"PYGL",4121.51238680767,3759.41058099457,3858.97139409564,3992.95631494447,4459.90927210808,4426.36478743109
"TRIM9",1.19187749763091,4.92069447774159,2.37963292544438,1.34988381167832,0,1.39266852252683
"PSMC6",1467.20119958365,1360.57202309555,1482.51131255185,1370.1320688535,1529.38461120623,1507.79578705571
"GNPNAT1",333.725699336654,436.711634899566,718.649143484204,449.511309288881,413.384065294814,417.336333917205
"DDHD1",241.951132019074,232.50281407329,291.901638854511,197.083036505035,196.459753803476,211.221392583235
"CDKN3",106.077097289151,103.334584032573,108.669903595293,67.494190583916,94.1369653641656,91.9161224867705
"CNIH1",457.680959090268,482.228058818676,817.80051537772,458.960495970629,401.105330682097,422.907008007313
"CGRRF1",53.6344873933908,61.5086809717699,55.5247682603689,44.5461657853846,43.6577230674391,50.600289651808
"ATP6V1D",1098.9110528157,927.55090905429,1047.83169817068,1075.85739790762,1135.10079975342,1065.85564257386
"PLEK2",1129.8998677541,957.075075920739,1001.03225063694,1383.63090697028,1176.02991512914,1362.95826071292
"PIGH",48.8669774028671,52.8974656357221,42.0401816828508,48.5958172204195,49.114938450869,43.1727241983316
"PSMA3",586.403728834406,488.378926915853,670.263274000168,554.80224659979,639.858503707154,640.163297521498
"VTI1B",2611.40359730932,2172.48661192291,1854.52725989632,1868.2391953628,2237.45830720625,2197.63092854733
"TIMM9",157.32782968728,136.549271757329,180.058891358625,148.487219284615,180.088107653186,183.832244973541
"GSTZ1",230.032357042765,252.185591984256,217.339807190587,248.378621348811,231.93165379577,215.863620991658
"KIAA0586",119.187749763091,172.224306720956,196.716321836736,155.236638343007,129.60886535646,160.156880090585
"TMED8",381.40079924189,413.338336130294,494.963648492432,411.714562561888,391.555203761094,441.011698800161
"SAMD15",22.6456724549872,15.9922570526602,10.3117426769257,21.5981409868531,24.5574692254345,18.568913633691
"AHSA1",3127.4865537835,2719.91387257166,2805.58721909893,3451.65290646147,3371.19480311381,3620.00971288806
"DAAM1",1799.73502142267,1741.92584512052,2028.24046345376,1731.90093038329,1859.54614190373,1789.11482860613
"ISM2",13.11065247394,9.84138895548318,5.55247682603689,2.69976762335664,8.18582307514483,9.28445681684551
"SPTLC2",965.420773081034,981.678548309447,1100.18362253045,896.322850954405,1035.50661900582,1040.32338632754
"AL159141.1",241.951132019074,244.804550267644,229.237971817809,264.577227088951,184.181019190759,256.715230985778
"LGMN",779.487883450612,740.564518900109,650.432999621465,842.327498487272,735.359772917177,794.749503521975
"ALKBH1",113.228362274936,94.7233686965256,99.9445828686641,128.23896210944,130.973169202317,108.16392191625
"SNW1",2487.4483375557,1987.9605690076,1907.67239523125,1606.3617358972,2181.5218495261,1973.87551926135
"ITPK1",733.004661043007,765.167991288817,726.581253235685,954.367854856573,724.445342150318,780.358595455865
"DHRS7",2363.49307780209,2204.47112602823,2123.42578047154,2270.50457124294,2635.83503019664,2367.5364882956
"PPM1A",561.374301384157,479.767711579805,697.232447155204,534.553989424615,499.335207583835,463.758618001433
"SIX4",201.427297099623,199.288126348534,241.136136445031,166.035708836433,221.01722302891,197.294707357967
"ASB2",81.0476698389016,66.4293754495115,64.2500889869983,128.23896210944,91.4083576724506,107.699699075408
"CEP128",89.3908123223179,91.0328478382194,56.3179792355171,66.1443067722377,102.32278843931,89.1307854417169
"ERH",699.632091109342,541.276392551575,590.942176485355,440.062122607133,530.714196038557,585.385002302109
"HIF1A",9574.35193846907,9400.98679972531,10537.0145938677,10099.8306789772,10076.7482055033,9375.44449365059
"SUSD6",845.041145820312,873.423269799132,920.124731171828,1236.49357149734,1225.14485358001,1153.12953665221
"SRSF5",4481.45939109221,4265.01193858252,4341.2436669857,4283.18133445531,5064.29587582294,4542.42049764166
"EIF5",2804.48775192552,3257.49974426493,3554.37837963876,2614.72494322091,2807.73731477468,2854.97047117999
"SLC8A3",1.19187749763091,0,0,1.34988381167832,0,2.78533704505365
