,Xiong_PBMC_N_1,Xiong_PBMC_N_2,Xiong_PBMC_N_3,Xiong_PBMC_COVID_1,Xiong_PBMC_COVID_2,Xiong_PBMC_COVID_3
ISM1,55.92448116,75.26413243,52.03652698,9.386700596,22.5716825,1.777126838
RNF24,9726.307729,1665.21893,3586.803467,8996.631038,3189.447136,5074.289498
ARFRP1,686.7006059,1072.513887,873.4702743,792.654717,920.6510497,787.2671893
NDUFAF5,304.333223,180.6339178,299.2100301,261.78465,343.3631701,319.2904553
TRIB3,126.1552249,191.9235377,154.2511336,257.612783,180.57346,180.6745619
RASSF2,13255.4026,2931.537958,7868.666259,23086.06863,9569.709388,20217.77966
CSNK2A1,2766.961248,2764.075263,2895.461037,4096.773327,3446.627518,3841.555848
SLC52A3,1.300569329,0,0,1.042966733,0,1.777126838
RPS10P5,60.47647381,15.05282649,66.90410612,67.79283764,38.30346121,55.68330759
ANGPT4,8.45370064,1.881603311,5.575342177,3.128900199,10.94384606,2.369502451
RSPO4,1.950853994,7.526413243,0,2.085933466,0.683990379,6.51613174
CDS2,6193.961431,2765.956867,3833.97697,6016.875082,4357.018712,4746.705785
HM13,2943.838677,1909.82736,2809.972457,5020.841852,4045.119099,5132.934684
SNPH,525.430009,722.5356713,652.3150347,160.6168769,471.9533613,113.143742
MYLK2,0,1.881603311,0,2.085933466,0.683990379,2.961878064
SIRPB1,3371.725986,628.4555058,1997.830947,4648.502728,2432.269787,4176.24807
SEC23B,795.9484295,509.9144972,936.6574857,2334.159548,1410.388161,2312.042016
FERMT1,1.950853994,7.526413243,1.858447392,1.042966733,0,0.592375613
CCM2L,1.950853994,0,3.716894784,0,2.735961515,0.592375613
PLCB4,11.0548393,7.526413243,11.15068435,17.73043446,1.367980757,15.40176593
MYL9,745.2262257,94.08016553,1276.753358,1387.145755,202.4611521,3070.282801
HCK,7212.9575,1358.51759,4324.607082,10035.4259,6968.493978,8379.745417
TM9SF4,2258.43864,1364.1624,2347.219056,4037.324223,3382.332423,3822.007453
TLDC2,298.4806611,359.3862323,306.6438197,340.0071549,292.7478821,282.5631673
CRNKL1,939.0110557,635.981919,812.1415104,878.1779891,722.2938399,800.8918284
POFUT1,886.9882826,893.7615726,1107.634646,1239.044479,1376.188642,1511.742564
SAMHD1,8712.513937,9242.435462,14308.18647,23073.55303,16879.51456,14640.56327
KIF3B,1205.627768,1341.583161,1399.410886,1258.860847,1516.40667,1487.455164
MROH8,27.31195591,24.46084304,26.01826349,19.81636792,30.77956704,33.76540992
NOP56,2540.0119,3270.226554,2163.232765,2012.925794,2740.065457,2621.262086
MANBAL,178.8282828,171.2259013,163.5433705,208.5933466,270.86019,260.052894
IDH3B,2119.277722,2030.249972,2174.383449,2463.487423,2350.190941,2612.376452
MAPRE1,4893.392101,3176.146388,4449.123057,8335.390129,5328.96904,6286.290002
JAG1,215.8945087,50.80328939,124.5159753,739.4634136,294.7998532,532.5456758
CDK5RAP1,967.623581,1027.355408,947.80817,886.521723,963.0584532,1060.352347
SNTA1,119.6523783,246.4900337,163.5433705,32.33196872,103.2825472,61.01468811
OXT,0,1.881603311,5.575342177,1.042966733,2.051971136,1.184751225
TTI1,661.9897886,453.4663979,577.977139,607.0066385,679.202446,662.275935
E2F1,65.67875113,95.96176885,89.20547483,822.9007522,266.0722573,164.6804203
RPRD1B,650.2846646,502.388084,551.9588755,767.6235154,637.4790329,769.4959209
PXMP4,207.440808,312.3461496,217.4383449,187.7340119,205.1971136,183.0440643
CHMP4B,2911.324444,2987.986057,3373.082017,5610.118056,3727.747564,4311.902085
BPI,233.4521946,161.8178847,241.598161,113.6833739,78.65889355,147.5015276
CST3,4796.499686,1887.248121,10938.82135,13837.03965,10842.61548,15123.94177
ASIP,2.601138659,0,3.716894784,0,0.683990379,1.184751225
ACTR5,534.5339943,536.2569435,492.4885589,361.9094563,387.8225447,435.988451
AHCY,715.9634158,752.6413243,853.027353,1071.126835,1304.369652,1480.346656
PPP1R16B,4667.743323,3718.048142,4900.725773,1450.766725,2922.690888,1779.496341
FAM83D,53.3233425,48.92168608,37.16894784,77.17953823,96.44264339,73.45457598
DHX35,293.2783837,398.8999019,321.5113989,349.3938555,471.2693709,419.9943094
DNTTIP1,478.6095132,225.7923973,421.867558,895.9084236,389.8745158,818.6630968
MAP1LC3A,240.6053259,65.85611587,92.92236961,81.35140517,76.60692241,50.94430269
PIGU,132.0077869,225.7923973,172.8356075,170.0035775,233.2407191,215.624723
TNNC2,20.80910927,9.408016553,27.87671088,10.42966733,10.94384606,20.14077083
ACOT8,500.0689071,483.5720508,477.6209798,647.6823411,602.5955236,665.8301887
APMAP,5870.769952,3874.221217,4809.661851,3917.383049,2865.235696,3163.285772
CELF4,1.950853994,11.28961986,5.575342177,0,2.735961515,1.777126838
ZNF516,3524.542882,1040.526631,2356.511293,5565.270487,2471.257238,4428.007705
CDH20,9.754269969,30.10565297,16.72602653,2.085933466,8.891874923,8.885634191
ADNP2,1048.909164,1155.304433,1005.420039,1176.466475,1426.11994,1012.369922
RBFA,280.9229751,351.8598191,252.7488453,217.9800472,361.8309103,295.5954307
USP14,975.4269969,999.131358,977.5433283,966.8301614,1038.297395,1021.255556
VAPA,3572.663947,2765.956867,3421.401649,6567.561517,3573.849729,5324.272007
METTL4,550.7911109,564.4809932,414.4337685,376.5109906,416.5501406,412.2934264
LPIN2,4698.956987,4290.055548,3449.27836,8818.283727,4002.711696,2127.813201
SMCHD1,25328.58769,8999.708635,11914.50623,13730.65704,11020.45298,10315.62892
MYOM1,152.8168962,129.8306284,144.9588966,137.6716087,152.5298544,172.9736789
MYL12A,8817.209768,9093.788801,8751.42877,14057.10563,8463.696946,12750.88506
CEP76,103.3952617,118.5410086,135.6666596,116.8122741,125.8542297,146.3167763
ST8SIA5,5.202277317,3.763206621,9.292236961,3.128900199,1.367980757,4.739004902
CEP192,1892.978659,1384.860037,1624.283021,1784.51608,1693.560178,1966.687034
RNMT,1976.86538,1460.124169,1588.97252,1636.414804,1872.081666,1644.434701
SMAD7,2212.268429,1591.836401,2800.68022,608.0496053,1307.105614,725.6601256
RNF125,3298.894104,3881.74763,4136.903895,1624.94217,4048.539051,1799.637111
ANKRD12,5541.725912,10030.82725,6969.177721,3356.266946,3554.697998,3195.866431
POLI,1296.017337,810.9710269,971.9679861,1063.826068,928.1749439,1313.296733
MIB1,2209.017006,1347.22797,2389.963346,1813.719148,1846.090032,1572.164876
RBBP8,227.5996326,144.8834549,262.0410823,634.1237736,424.0740348,574.6043443
RIOK3,4059.727161,5955.274478,3720.611679,17182.87692,8165.477141,5501.984691
CSTF2,163.2214508,227.6740006,135.6666596,180.4332448,220.9288923,239.3197475
VSIG1,203.5391,573.8890098,178.4109497,58.40613704,217.5089404,70.49269791
PSMD10,433.7398713,400.7815052,371.6894784,700.8736445,538.300428,553.8711979
ATG4A,276.3709825,304.8197363,334.5205306,508.9677656,373.4587468,463.2377291
STS,288.7263911,120.4226119,340.0958728,1469.540127,458.2735537,1999.267693
TBL1X,2432.064646,1335.938351,1969.954236,2664.780003,1846.090032,2309.080138
GPR143,4.551992652,0,0,7.30076713,4.103942272,5.331380514
PGRMC1,3261.827878,419.5975383,3244.849147,3124.728332,1035.561433,2297.825002
POLA1,291.9778144,325.5173727,362.3972415,333.7493545,467.849419,415.2553045
MID1,3.251423323,7.526413243,0,8.343733863,0,3.554253676
NKAP,297.1800917,523.0857204,451.6027163,475.5928302,323.5274491,382.0822702
RHOXF1,8.45370064,7.526413243,7.433789569,1.042966733,0,8.885634191
NXT2,323.1914783,374.4390588,433.0182424,541.2997344,444.5937461,396.2992849
GUCY2F,0,1.881603311,3.716894784,1.042966733,0,1.184751225
MCTS2P,10.40455463,13.17122317,0,18.77340119,18.46774022,13.03226348
ALG13,1189.370652,1462.005772,1234.009068,875.0490889,1170.307538,1196.598738
PRPS2,395.3730761,696.193225,514.7899276,1265.118647,844.7281177,612.5163835
TLR8,1400.713168,227.6740006,819.5753,1683.348307,1038.981385,1495.156046
MOSPD1,87.13814506,206.9763642,118.9406331,453.6905288,188.0973541,184.2288156
AMMECR1,847.320918,873.0639362,908.7807748,573.6317031,637.4790329,524.2524173
WDR13,1148.402718,1215.515739,1217.283042,1995.19536,1398.760324,1472.053398
SUV39H1,243.8567492,297.2933231,260.1826349,214.851147,274.2801418,232.2112402
SRPX,2.601138659,1.881603311,0,0,2.735961515,0
XIAP,1723.254361,2193.94946,2215.269292,2060.902264,1621.057197,1340.546012
STAG2,4889.490393,4190.330573,4164.780606,5029.185586,3496.558816,4317.825841
ATP11C,1254.399118,1057.461061,1154.095831,1775.129379,1225.026768,1363.056285
MCF2,59.82618915,56.44809932,78.05479047,123.0700745,75.23894165,82.93258578
ABCD1,605.4150228,566.3625965,724.794483,1752.184111,1158.679701,1423.478597
CCDC22,485.1123598,746.9965143,791.6985891,1057.568267,856.3559541,934.1763412
CACNA1F,92.99070704,127.9490251,53.89497437,56.32020358,117.6463451,91.81821997
SYP,31.2136639,28.22404966,22.30136871,50.06240318,71.81898976,46.20529779
PLP2,3218.90909,2374.583378,3207.680199,7037.939514,4822.13217,6722.870829
BMX,54.62391183,16.9344298,14.86757914,135.5856753,12.99581719,40.28154166
PLS3,5.852561982,13.17122317,13.00913175,13.55856753,38.98745158,13.62463909
NAA10,1114.587915,1078.158697,984.9771179,1380.887954,1233.234653,1245.173538
RENBP,373.2633975,289.7669098,446.0273741,1149.34934,774.2771087,813.3317163
ELF4,4613.769696,2596.612569,3967.785182,5785.336467,4913.78688,4364.623514
SMARCA1,12.35540863,24.46084304,3.716894784,11.47263406,6.839903787,11.84751225
MTMR8,35.76565655,43.27687615,33.45205306,12.51560079,34.19951893,26.65690257
ASB9,7.803415976,13.17122317,1.858447392,17.73043446,12.31182682,50.35192708
ZC3H12B,111.1986777,139.238645,111.5068435,55.27723684,81.39485506,63.38419056
RBBP7,2357.281909,2654.942271,2271.022713,1895.070554,2422.693921,2057.320503
KCND1,230.2007713,158.0546781,189.561634,299.3314523,216.82495,268.9385282
SLC25A14,329.0440403,269.0692734,226.7305818,187.7340119,225.716825,252.9443866
FMR1,2744.201285,2049.066005,2261.730476,2606.373865,2601.21541,2056.135752
PIM2,7946.478602,3488.492538,2921.479301,2978.712989,4798.192506,2753.954224
SCML2,25.36110192,48.92168608,14.86757914,22.94526812,29.41158628,21.32552206
SLC35A2,701.6571531,506.1512906,444.1689267,815.5999851,1015.041722,646.8741691
PQBP1,876.5837279,1505.282649,1070.465698,1411.13399,972.6343185,1047.912459
PCSK1N,20.1588246,205.0947609,35.31050045,405.7140591,51.2992784,9.478009803
EMD,2095.867474,1458.242566,1254.45199,1424.692557,1541.714314,1427.032851
TAZ,2387.195004,2178.896634,1945.79442,2312.257247,2371.394643,2677.537769
RAB40AL,2.601138659,1.881603311,0,3.128900199,2.735961515,1.184751225
PGK1,8943.364993,6756.837489,7547.15486,17594.84878,11973.25158,13750.22272
GATA1,70.23074378,673.6139852,76.19634308,2167.284871,402.1863427,233.988367
MAGT1,1246.595702,1309.595904,1696.762469,1930.531423,1724.339745,1926.997868
SMS,872.0317353,701.8380349,947.80817,1798.074647,1203.139076,1348.246895
PHEX,41.61821854,33.86885959,65.04565873,10.42966733,21.88769212,7.700882965
UBL4A,754.330211,666.087572,866.0364848,1124.318138,661.4186962,940.692473
CD99L2,713.3622771,709.3644481,949.6666174,1564.450099,1071.128933,1250.504918
EEA1,937.7104864,1179.765276,1115.068435,1556.106365,1032.141481,1168.757084
RP2,1233.590009,470.4008277,977.5433283,2196.487939,1051.293212,1505.226432
JADE3,37.06622588,28.22404966,40.88584263,123.0700745,58.82317257,126.7683811
CDK16,2673.320256,1687.79817,1553.66202,3292.645976,1930.220849,1964.909907
USP11,949.4156104,1249.384598,923.6483539,663.3268421,931.5948957,690.1175888
PCYT1B,30.56337924,7.526413243,68.76255351,429.7022939,14.36379795,42.65104412
HTATSF1,1007.290946,1838.326435,1300.913175,1482.055727,1483.575131,1392.675065
CD40LG,274.4201285,504.2696873,250.8903979,101.1677731,187.4133638,93.0029712
TIMP1,1517.764407,794.0365971,1431.004492,4916.545179,2403.542191,3086.869318
KLHL4,5.202277317,0,5.575342177,13.55856753,1.367980757,0.592375613
GABRE,1.950853994,0,0,9.386700596,0.683990379,1.777126838
PIN4,124.2043709,150.5282649,148.6757914,129.3278749,186.045383,212.662845
PORCN,443.4941413,423.3607449,429.3013476,280.5580511,422.0220636,348.3168603
MAGED2,1056.062295,1441.308136,1219.141489,1018.978498,1022.565616,1084.639747
RBM3,9770.527086,9507.741529,9327.547461,14757.97927,11437.68711,12199.97574
KLF8,513.7248851,310.4645463,379.123268,225.2808143,382.3506217,453.7597193
SRPX2,0.650284665,0,0,0,2.735961515,1.184751225
SYTL4,26.01138659,1.881603311,87.34702743,257.612783,21.20370174,105.4428591
ZDHHC15,4.551992652,11.28961986,9.292236961,2.085933466,10.94384606,5.331380514
CENPI,16.25711662,9.408016553,9.292236961,15.64450099,23.93966325,25.47215135
DRP2,3.251423323,0,0,4.171866932,9.575865301,3.554253676
TAF7L,1.950853994,0,5.575342177,3.128900199,1.367980757,3.554253676
PBDC1,181.4294214,333.043786,276.9086614,271.1713506,334.4712952,245.2435037
GLA,869.4305966,453.4663979,659.7488242,1307.880283,844.0441273,1265.314309
ARMCX3,1390.958898,920.1040189,1313.922306,1567.579,1080.704798,1798.45236
BEX4,752.379357,891.8799693,711.7853512,480.8076639,690.8302825,435.988451
RUBCNL,1116.538769,547.5465634,486.9132168,324.3626539,743.4975416,484.5632512
FGF14,5.852561982,3.763206621,7.433789569,0,0,0
HTR2A,0,0,0,1.042966733,0.683990379,5.331380514
NDFIP2,50.72220384,101.6065788,87.34702743,33.37493545,59.50716294,45.61292218
TNFSF13B,1370.800073,600.2314561,2016.415421,2480.174891,1682.616332,1225.032767
FNDC3A,2506.847382,1832.681625,1919.776156,2610.545732,2534.868343,2993.866347
MLNR,0,0,0,1.042966733,2.735961515,3.554253676
CDADC1,272.4692745,237.0820171,241.598161,316.0189201,248.2885075,290.8564258
CAB39L,136.5597796,167.4626947,124.5159753,161.6598436,145.6899507,164.6804203
KLF5,487.7134985,143.0018516,503.6392433,263.8705834,119.6983163,114.3284933
STK24,3753.443084,3994.643829,4244.693844,5463.059747,3654.560593,3977.209864
ACP5,528.6814323,786.5101839,630.013666,3113.255698,974.6862896,912.2584436
DNAJC3,2426.212084,1153.422829,2321.200793,3618.051596,2084.802674,2944.106795
UGGT2,85.18729107,9.408016553,118.9406331,302.4603525,198.3572098,334.6922212
ARHGEF7,2718.840183,2210.88389,2573.949638,2332.073615,2389.178393,2694.716662
FGF9,38.36679521,80.90894236,42.74429002,5.214833664,12.99581719,5.331380514
PARP4,3709.223727,2378.346585,3190.954172,7894.215201,4028.01934,5147.744074
SUPT20H,2417.108098,1966.27546,1906.767024,2352.932949,1904.229214,2251.619704
MRPS31,245.8076032,455.3480012,317.7945041,232.5815814,321.475478,362.533875
SLC25A15,284.8246831,327.3989761,319.6529515,156.4450099,297.5358147,187.7830692
KPNA3,820.6592468,1078.158697,1167.104962,1547.762632,1100.540519,1201.930118
FLT1,16.90740128,13.17122317,7.433789569,95.95293943,36.25149007,72.86220036
RGCC,1821.447346,2062.237229,1455.164308,920.9396251,1581.385755,1510.557812
VWA8,883.7368592,771.4573574,986.8355653,1038.794866,888.5035019,1059.759971
DGKH,911.6990998,699.9564316,923.6483539,1655.188205,1029.40552,1041.396327
KATNAL1,555.3431036,299.1749264,596.5616129,556.9442354,413.1301887,552.6864467
INTS6,2743.551,2895.787495,2380.671109,2129.738069,1992.463973,2077.461274
ACOD1,1.300569329,0,1.858447392,12.51560079,4.103942272,2.369502451
DHRS12,362.8588429,297.2933231,247.1735032,268.0424504,259.2323535,206.7390888
TSC22D1,1541.82494,978.4337216,2048.009026,3561.731393,999.3099432,1508.18831
CLN5,1106.784499,1520.335475,1116.926883,1054.439367,876.8756655,1092.933005
OLFM4,27.96224058,41.39527284,55.75342177,11.47263406,10.25985568,154.0176593
MSLN,1.950853994,1.881603311,5.575342177,3.128900199,1.367980757,0.592375613
MGRN1,3285.238126,2111.158915,3153.785225,2574.041897,3127.204011,3621.192121
ZNF629,169.0740128,259.6612569,174.6940549,282.6439846,251.024469,278.416538
TRADD,947.4647564,1663.337327,1306.488517,771.7953823,1075.916866,776.0120527
HSF4,217.195078,144.8834549,150.5342388,241.968282,284.5399975,325.806587
CORO1A,23871.29975,30685.18679,26651.99405,26817.8036,29031.28763,25553.30681
MAPK3,1993.772782,1919.235377,1707.913153,1399.661356,1623.793159,1371.349543
GDPD3,165.1723048,163.699488,141.2420018,99.08183962,110.8064413,71.67744914
ELMO3,115.1003856,127.9490251,115.2237383,78.22250497,82.76283582,90.04109313
PHKB,1870.86898,1264.437425,2003.406289,3172.704801,2170.985462,3097.532079
LYRM1,538.4357023,440.2951747,421.867558,536.0849007,491.7890823,384.4517727
NUTF2,939.0110557,865.5375229,912.4976696,1506.043962,1188.091288,1225.625143
NUP93,784.8935902,632.2187124,914.356117,1424.692557,1312.577537,1284.270328
CENPT,2104.321175,2513.822023,1951.369762,1217.142177,1704.504024,1879.015444
TSNAXIP1,10.40455463,33.86885959,3.716894784,63.62097071,15.73177871,7.700882965
NFAT5,5344.689659,2517.58523,5116.305671,3876.707346,3815.982323,3447.626066
LONP2,2978.303764,2754.667247,2581.383428,3818.301209,3181.239251,3881.83739
N4BP1,3413.344205,2254.160766,2445.716768,2643.920668,1904.913205,1805.560868
ARL2BP,1311.624169,1691.561376,1390.118649,2752.389208,1481.52316,1642.065198
PLLP,165.1723048,370.6758522,208.1461079,83.43733863,98.49461453,90.04109313
DHODH,197.686538,381.9654721,237.8812662,274.3002507,318.7395165,295.5954307
CTCF,1736.910339,2378.346585,1951.369762,1738.625544,1766.747148,2054.358625
ACD,502.6700458,662.3243654,544.5250859,301.4173858,452.8016307,353.0558652
POLR2C,1436.478824,1505.282649,1267.461121,1493.528361,1485.627102,1424.663349
PARD6A,91.03985305,129.8306284,96.63926439,99.08183962,70.451009,80.56308333
ZNF821,115.7506703,122.3042152,163.5433705,85.5232721,75.92293203,112.5513664
MMP15,20.80910927,13.17122317,42.74429002,6.257800397,8.891874923,2.369502451
USB1,2482.136565,1685.916566,2297.040977,2892.14675,2346.770989,1881.384946
CYB5B,821.9598161,848.6030931,929.2236961,875.0490889,1027.353549,1034.880195
CCDC113,1.300569329,0,0,2.085933466,0.683990379,2.961878064
NME3,650.2846646,1029.237011,739.6620621,411.9718595,774.961099,653.9826764
NDRG4,19.50853994,18.81603311,9.292236961,11.47263406,13.67980757,8.885634191
PSMD7,1658.876179,1766.825509,1496.050151,2489.561591,1982.888108,2251.027328
SETD6,498.7683378,617.1658859,369.831031,283.6869513,400.8183619,373.196636
SLC38A7,392.1216528,306.7013396,473.904085,766.5805487,787.9569162,1021.847932
VAC14,940.3116251,778.9837706,1116.926883,1295.364682,1299.581719,1318.035738
HAS3,98.84326902,111.0145953,111.5068435,64.66393744,96.44264339,97.14960048
TANGO6,457.1501192,492.9800674,631.8721133,599.7058714,603.279514,671.1615692
COG4,1042.406317,1509.045855,1191.264778,1766.785646,1485.627102,1647.988955
SMPD3,394.7227914,639.7451256,393.9908471,104.2966733,312.5836031,186.598318
SLC7A6OS,905.8465378,1420.6105,1105.776198,950.1426937,1140.211961,1196.598738
SLC7A6,5184.719631,6160.369239,3369.365122,3035.033193,5417.203799,3369.432485
PLA2G15,231.5013406,212.6211741,345.6712149,771.7953823,558.8201394,601.8536225
ESRP2,41.61821854,116.6594053,105.9315014,18.77340119,25.99163439,12.43988787
FA2H,1.950853994,0,5.575342177,7.30076713,5.471923029,20.73314644
WDR59,1417.620569,1766.825509,1118.78533,1091.986169,1451.427584,1243.396411
MON1B,2463.27831,2193.94946,2512.620874,2379.007118,2467.153296,2118.927567
CMC2,502.0197611,430.8871581,436.7351372,643.5104742,753.7573973,659.9064326
AXIN1,2832.639999,3353.0171,3291.310332,1757.398945,2272.216038,1942.399634
HCFC1R1,187.9322681,338.6885959,377.2648206,299.3314523,272.9121611,253.5367622
NPRL3,874.6328739,4751.048359,1163.388068,16434.02681,2329.67123,1117.812781
MLYCD,462.3523966,494.8616707,581.6940338,399.4562587,444.5937461,472.7157389
MPG,450.6472726,528.7305303,607.7122972,687.315077,710.6660034,691.8947156
NECAB2,59.82618915,13.17122317,7.433789569,12.51560079,17.09975947,2.369502451
HSDL1,703.6080071,664.2059687,643.0227977,860.4475546,580.7078315,645.6894179
TAF1C,2485.387988,2839.339396,2284.031845,2468.702257,2818.724351,3176.910411
NAGPA,647.0332413,692.4300183,845.5935635,958.4864275,1038.297395,1103.003391
WFDC1,0.650284665,0,0,150.1872095,1.367980757,213.8475962
SEC14L5,176.2271441,5.644809932,258.3241875,287.8588183,41.03942272,405.7772947
COTL1,19838.88455,10582.13702,23210.14948,32990.08073,27984.78235,29086.23496
USP10,1793.485105,1422.492103,1365.958833,2072.374898,1831.042244,2198.898274
CRISPLD2,1574.339173,246.4900337,1419.853808,6402.772773,1141.579942,4342.113241
TSC2,3891.303433,3533.651017,3454.853702,3720.262336,3823.506217,3780.54116
ZNF500,217.195078,427.1239515,247.1735032,209.6363133,268.1242284,232.2112402
NME4,263.3652892,940.8016553,228.5890292,1283.892048,842.6761465,542.6160612
ABCC1,2926.931276,2758.430453,3259.716726,3097.611197,3169.611415,3019.338498
NOMO3,1307.722461,739.4701011,984.9771179,1848.137051,1352.932969,2465.4673
LMF1,550.1408263,622.8106958,572.4017968,295.1595854,518.464707,382.6746458
CIAO3,555.9933883,715.0092581,611.429192,504.7958987,651.1588405,728.6220036
MTHFSD,293.9286684,293.5301165,286.2008984,324.3626539,415.1821599,433.6189485
CLCN7,3311.249512,2922.129942,3421.401649,4872.740576,5682.592066,5219.421524
HAGHL,280.2726905,440.2951747,351.2465571,174.1754444,267.4402381,286.7097966
ANTKMT,182.7299908,349.9782158,315.9360567,160.6168769,264.0202862,241.0968744
SLC7A5,901.9448298,594.5866462,886.4794061,3969.531385,1312.577537,680.0472034
METRN,170.3745821,282.2404966,273.1917667,144.9723759,150.4778833,107.2199859
FBXO31,785.5438749,1339.701557,984.9771179,464.1201961,745.5495128,541.43131
STUB1,1166.610688,1787.523145,1484.899466,2392.565685,1282.48196,1225.032767
RHBDL1,65.67875113,58.32970263,40.88584263,50.06240318,38.98745158,42.0586685
NUBP1,254.9115885,293.5301165,278.7671088,694.6158441,508.2048514,704.9269791
UBE2I,3424.399044,3518.598191,3904.597971,4813.291472,3790.674679,4580.840613
MEFV,2768.912102,425.2423482,2233.853765,5269.067935,2251.012336,4285.245182
CRYM,11.0548393,0,7.433789569,153.3161097,10.94384606,9.478009803
EEF2K,784.2433055,820.3790435,806.5661682,452.6475621,757.1773492,636.2114081
CAPN15,2995.211165,4051.091928,4437.972373,2206.917607,3041.705214,2878.353102
PIEZO1,9008.393459,6700.389389,10730.67524,8244.652023,11406.22355,9114.883553
GSPT1,1910.536345,11263.27742,2272.881161,16595.68665,9653.156214,2620.669711
ZNF174,87.78842973,141.1202483,89.20547483,71.96470457,108.7544702,103.0733566
CLUAP1,312.136639,624.6922991,364.2556889,203.3785129,376.8786986,244.6511281
UBFD1,1050.209733,1083.803507,1224.716831,1178.552408,1189.459269,918.7745753
PRSS33,33.81480256,148.6466615,13.00913175,0,1.367980757,0.592375613
EARS2,278.9721211,250.2532403,276.9086614,233.6245482,352.255045,344.170231
ELOB,1184.818659,1860.905674,1012.853829,6350.624437,2134.049981,1653.320335
GGA2,3468.618401,3162.975165,3644.415336,3553.387659,4218.852656,4144.852162
CPPED1,12480.91357,1514.690665,6145.885526,9162.462748,4801.612458,8007.141157
USP31,383.0176675,259.6612569,466.4702954,426.5733938,366.618843,377.3432653
HMOX2,902.5951145,1486.466615,895.771643,720.6900124,930.226915,752.3170281
DNAJA3,890.2397059,1296.424681,849.3104582,824.9866857,1005.465857,1045.542956
CORO7-PAM16,81.28558308,22.57923973,57.61186916,76.1365715,65.66307635,47.98242463
BFAR,792.6970062,916.3408123,834.4428791,1345.427085,1240.758547,1262.944806
RRN3P2,486.4129291,218.265984,397.7077419,377.5539573,464.4294671,637.3961593
RBL2,14373.24194,18464.17329,12321.50621,8019.371209,12577.89907,8816.91862
QPRT,74.78273643,73.38252912,91.06392222,23.98823486,85.49879733,90.63346875
XYLT1,3337.260899,1640.758087,3278.3012,1780.344213,1808.470561,1640.288072
PYCARD,1032.652047,628.4555058,1377.109518,2434.284355,1872.081666,1947.138639
RPGRIP1L,100.794123,62.09290925,55.75342177,39.63273585,54.03523991,58.05281005
MAZ,3639.643268,5817.917437,5640.387835,7204.814191,4064.27083,3897.831532
STX4,1739.511478,1840.208038,1854.730497,1664.574906,1469.211333,1595.267525
CDIPT,1872.819834,2240.989543,1767.38347,3936.15645,2539.656276,1749.285184
BCKDK,890.2397059,381.9654721,821.4337474,1872.125286,1510.934746,1660.428842
KAT8,1780.479412,1554.204335,1574.104941,2065.074131,1663.464601,2127.220825
NOMO1,1847.458732,1817.628798,2126.063817,2195.444973,2448.001565,3242.071728
IL21R,639.88011,1164.712449,730.3698251,216.9370804,551.2962452,291.4488015
SYT17,36.41594122,48.92168608,55.75342177,5.214833664,49.93129764,25.47215135
TMC5,7.153131311,33.86885959,5.575342177,76.1365715,17.78374985,5.923756127
CCP110,617.7704314,686.7852084,760.1049834,762.4086817,647.7388886,763.5721648
VPS35L,816.7575388,769.5757541,916.2145644,1721.938076,1329.677296,1743.361428
RNF40,2366.385895,2724.561594,2638.995297,5054.216788,2932.950744,3200.01306
KNOP1,240.6053259,545.6649601,345.6712149,206.5074131,279.0680745,271.3080306
AQP9,13778.23147,1907.945757,3490.164203,6448.663309,1891.917387,621.9943933
AAGAB,851.8729107,794.0365971,832.5844317,1355.856753,1194.931192,1092.933005
IQCH,14.30626262,5.644809932,13.00913175,6.257800397,4.787932651,2.961878064
LACTB,790.7461522,342.4518025,879.0456165,1930.531423,1251.702393,1373.719046
CORO2B,31.2136639,18.81603311,26.01826349,80.30843843,51.2992784,105.4428591
CSK,4935.01032,7328.844895,8100.972183,5233.607066,6828.959941,5446.301383
HERC1,8032.966462,5535.67694,8112.122867,6787.627498,6481.492828,5596.764789
TRIP4,499.4186224,521.2041171,494.3470063,858.3616212,554.7161971,730.9915061
MTFMT,225.6487786,274.7140834,280.6255562,245.0971822,213.4049981,276.6394111
AP3B2,27.96224058,7.526413243,13.00913175,44.84756951,9.575865301,15.40176593
ACSBG1,59.17590448,52.6848927,85.48858004,31.28900199,24.62365363,66.93844424
IGDCC4,7.153131311,3.763206621,11.15068435,4.171866932,4.103942272,1.777126838
RAB11A,2893.116473,1620.060451,2334.209925,3674.3718,2288.631807,3229.039465
CTSH,2433.365215,899.4063825,2951.214459,6033.56255,4664.130392,5752.559575
TTC23,20.1588246,33.86885959,18.58447392,31.28900199,21.88769212,27.8416538
CD276,0,0,5.575342177,23.98823486,3.419951893,4.146629289
FAH,249.7093112,280.3588933,230.4474766,1114.931437,388.5065351,1047.320083
CEMIP,40.96793387,26.34244635,37.16894784,28.16010179,31.46355742,29.61878064
RPAP1,534.5339943,654.7979521,516.648375,648.7253079,683.9903787,847.0971262
HOMER2,141.1117722,94.08016553,211.8630027,106.3826068,145.0059603,175.935557
EHD4,1117.189054,1061.224267,1328.789885,3038.162093,1376.188642,2432.294266
TMEM87A,1454.686795,1213.634135,1274.894911,1964.949325,1627.897101,1585.789515
ZNF106,6285.651568,3607.033547,6104.999683,12171.42177,7470.542916,10549.02491
CEP152,323.841763,274.7140834,314.0776093,440.1319613,403.5543234,509.4430269
ATP8B4,429.8381633,129.8306284,494.3470063,725.9048461,554.0322067,643.912291
