Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	4 iron, 4 sulfur cluster binding (GO:0051539)	3/14	0.0300009827354179	0.4813590296358846	0	0	5.19440138597611	18.21429904722408	ETFDH;ACO2;SDHB
GO_Molecular_Function_2021	L-glutamate transmembrane transporter activity (GO:0005313)	3/14	0.0300009827354179	0.4813590296358846	0	0	5.19440138597611	18.21429904722408	SLC38A7;SLC1A3;SLC1A7
GO_Molecular_Function_2021	acetyl-CoA C-acyltransferase activity (GO:0003988)	2/6	0.0327506934720617	0.4813590296358846	0	0	9.517034068136272	32.53713245547948	HADHA;ACAA2
GO_Molecular_Function_2021	sulfatide binding (GO:0120146)	2/6	0.0327506934720617	0.4813590296358846	0	0	9.517034068136272	32.53713245547948	PPT1;CLN6
GO_Molecular_Function_2021	ubiquinol-cytochrome-c reductase activity (GO:0008121)	2/6	0.0327506934720617	0.4813590296358846	0	0	9.517034068136272	32.53713245547948	UQCRFS1;UQCRH
GO_Molecular_Function_2021	oligosaccharyl transferase activity (GO:0004576)	2/6	0.0327506934720617	0.4813590296358846	0	0	9.517034068136272	32.53713245547948	RPN2;OSTC
GO_Molecular_Function_2021	palmitoyl-CoA hydrolase activity (GO:0016290)	2/6	0.0327506934720617	0.4813590296358846	0	0	9.517034068136272	32.53713245547948	PPT1;PLA2G6
GO_Molecular_Function_2021	tRNA binding (GO:0000049)	6/49	0.0344692195985887	0.4951033360524569	0	0	2.661129568106312	8.961855546580182	YRDC;PTCD1;NSUN2;DARS2;HSD17B10;THG1L
GO_Molecular_Function_2021	acidic amino acid transmembrane transporter activity (GO:0015172)	3/15	0.0361400228505879	0.5075665431460352	0	0	4.761283851554664	15.809149603032669	SLC38A7;SLC1A3;SLC1A7
GO_Molecular_Function_2021	ATP binding (GO:0005524)	21/278	0.0397960082463381	0.5467625480801248	0	0	1.5643811878236746	5.043547220473776	NDUFA13;ABCB1;DMPK;SPHK1;PLK1;KIF14;RHOBTB3;DARS2;RUNX3;THG1L;BCKDK;ZAP70;ATP5F1A;RPS6KA5;P2RX4;AKT3;PMVK;TSSK3;TRIP13;ABCD1;BMPR1A
GO_Molecular_Function_2021	ADP binding (GO:0043531)	4/27	0.0436209326509838	0.5479458111062562	0	0	3.313602235027065	10.378925019910673	GLUD1;ATP5F1A;MYO6;ABCD1
GO_Molecular_Function_2021	3-hydroxyacyl-CoA dehydrogenase activity (GO:0003857)	2/7	0.0443518352149091	0.5479458111062562	0	0	7.613226452905812	23.71977740261123	HADHA;HSD17B10
GO_Molecular_Function_2021	galactosidase activity (GO:0015925)	2/7	0.0443518352149091	0.5479458111062562	0	0	7.613226452905812	23.71977740261123	GLB1;NAGA
GO_Molecular_Function_2021	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor (GO:0016670)	2/7	0.0443518352149091	0.5479458111062562	0	0	7.613226452905812	23.71977740261123	ERO1B;SUOX
GO_Molecular_Function_2021	patched binding (GO:0005113)	2/7	0.0443518352149091	0.5479458111062562	0	0	7.613226452905812	23.71977740261123	CCNB1;CAV1
GO_Molecular_Function_2021	endopeptidase activity (GO:0004175)	23/315	0.0450841490150717	0.5479458111062562	0	0	1.5082654477643331	4.6744533146859295	HGF;RHBDD1;CTSZ;PREP;PSEN2;PCSK7;PSMA5;PSMB6;PSMB7;ADAMTS2;PSMA4;PSMB5;ADAMTSL5;PSMA1;PSMB2;ESPL1;PSMA2;ADAMTS1;MMP23B;PSMB1;CTSH;RCE1;MBTPS2
GO_Molecular_Function_2021	purine ribonucleoside triphosphate binding (GO:0035639)	31/460	0.0569818692581332	0.5823129373157052	0	0	1.3848920257588988	3.967746322146488	NDUFA13;ABCB1;ARL6;SRP54;RHOBTB3;KIF14;THG1L;ATP5F1A;RPS6KA5;RRAS;AKT3;PMVK;ABCD1;DMPK;SPHK1;PLK1;RAB39A;DARS2;RHOF;GNL2;RUNX3;ARL4C;BCKDK;GLUD1;ARL4D;ZAP70;P2RX4;TSSK3;TRIP13;RAN;BMPR1A
GO_Molecular_Function_2021	5'-3' exodeoxyribonuclease activity (GO:0035312)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	EXO1;PLD3
GO_Molecular_Function_2021	adenylate kinase activity (GO:0004017)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	AK2;AK4
GO_Molecular_Function_2021	sodium channel inhibitor activity (GO:0019871)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	RSC1A1;COMMD1
GO_Molecular_Function_2021	calcium-independent phospholipase A2 activity (GO:0047499)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	PLA2G15;PLA2G6
GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	CCNB1;CKS2
GO_Molecular_Function_2021	histone kinase activity (GO:0035173)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	CDK1;AURKA
GO_Molecular_Function_2021	L-glutamine transmembrane transporter activity (GO:0015186)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	SLC38A7;SLC38A6
GO_Molecular_Function_2021	MHC class Ib protein binding (GO:0023029)	2/8	0.057210890722098	0.5823129373157052	0	0	6.344021376085505	18.150314950605956	KIR2DS4;KLRD1
GO_Molecular_Function_2021	transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	3/18	0.0580470174855845	0.5823129373157052	0	0	3.8084252758274815	10.84068997608606	TGFBR3;LTBP4;BMPR1A
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	3/18	0.0580470174855845	0.5823129373157052	0	0	3.8084252758274815	10.84068997608606	SRD5A3;PTGR1;DECR1
GO_Molecular_Function_2021	nucleotidyltransferase activity (GO:0016779)	3/19	0.0664579564912492	0.6461758231149154	0	0	3.570210631895687	9.679504241384748	YRDC;PAPSS1;THG1L
GO_Molecular_Function_2021	phosphatidic acid binding (GO:0070300)	3/19	0.0664579564912492	0.6461758231149154	0	0	3.570210631895687	9.679504241384748	OPA1;COMMD1;PLEKHN1
GO_Molecular_Function_2021	single-stranded DNA exodeoxyribonuclease activity (GO:0008297)	2/9	0.0711733323654238	0.671366359029073	0	0	5.437446321213856	14.369197248033132	EXO1;PLD3
GO_Molecular_Function_2021	glucosyltransferase activity (GO:0046527)	2/9	0.0711733323654238	0.671366359029073	0	0	5.437446321213856	14.369197248033132	ALG8;GBA
GO_Molecular_Function_2021	store-operated calcium channel activity (GO:0015279)	2/10	0.0860969140592597	0.7320268454000366	0	0	4.75751503006012	11.666767091109651	STIM2;ORAI1
GO_Molecular_Function_2021	cardiolipin binding (GO:1901612)	2/10	0.0860969140592597	0.7320268454000366	0	0	4.75751503006012	11.666767091109651	OPA1;PLEKHN1
GO_Molecular_Function_2021	MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	2/10	0.0860969140592597	0.7320268454000366	0	0	4.75751503006012	11.666767091109651	DUSP2;DUSP7
GO_Molecular_Function_2021	protein tyrosine/threonine phosphatase activity (GO:0008330)	2/10	0.0860969140592597	0.7320268454000366	0	0	4.75751503006012	11.666767091109651	DUSP2;DUSP7
GO_Molecular_Function_2021	protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	3/22	0.0947189870274588	0.7320268454000366	0	0	3.0060180541624875	7.084706002478916	DUSP2;DUSP7;CDKN3
GO_Molecular_Function_2021	non-membrane spanning protein tyrosine kinase activity (GO:0004715)	4/35	0.0955805775868301	0.7320268454000366	0	0	2.4574426739214923	5.769548628040694	ZAP70;YES1;MELK;MATK
GO_Molecular_Function_2021	small GTPase binding (GO:0031267)	13/175	0.1002818171848306	0.7320268454000366	0	0	1.531602186448522	3.5223341154092025	USP6NL;CAV1;RCC2;RHOBTB3;OCRL;FGD3;SGSM1;RUSC2;ABI2;KIF3A;RCC1;RAB11FIP4;EXPH5
GO_Molecular_Function_2021	alditol:NADP+ 1-oxidoreductase activity (GO:0004032)	2/11	0.1018508314662798	0.7320268454000366	0	0	4.228679581384992	9.659344303647432	AKR1A1;AKR1C3
GO_Molecular_Function_2021	purine ribonucleotide transmembrane transporter activity (GO:0005346)	2/11	0.1018508314662798	0.7320268454000366	0	0	4.228679581384992	9.659344303647432	SLC35B3;SLC25A42
GO_Molecular_Function_2021	quaternary ammonium group transmembrane transporter activity (GO:0015651)	2/11	0.1018508314662798	0.7320268454000366	0	0	4.228679581384992	9.659344303647432	SLC25A29;SLC22A16
GO_Molecular_Function_2021	pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678)	3/23	0.1050666080946167	0.7320268454000366	0	0	2.855566700100301	6.434050856622493	ATP5F1B;ATP2A3;ATP6V0A1
GO_Molecular_Function_2021	protein homodimerization activity (GO:0042803)	39/636	0.1098626859426709	0.7320268454000366	0	0	1.250994828460722	2.7628521057705373	TOP2A;ABCB7;SHMT2;HM13;PTPRO;TXN;CST7;ELAVL1;CLN6;PAPSS1;TPPP;ABCD1;CAMK2G;RAB11FIP4;S100A10;PHETA2;ZHX2;AXIN1;NAGA;DARS2;ADA2;COMMD1;KNSTRN;GGCT;GSTZ1;ALDH3A2;QTRT2;EXT2;OXA1L;GRHPR;CENPF;STING1;GLB1;S100A6;BAX;SNRPC;VPS25;NECTIN3;BMPR1A
GO_Molecular_Function_2021	phosphotransferase activity, phosphate group as acceptor (GO:0016776)	3/24	0.1158341123741665	0.7320268454000366	0	0	2.7194440464249894	5.862023190407991	PMVK;NME2;AK4
GO_Molecular_Function_2021	ribosomal large subunit binding (GO:0043023)	2/12	0.1183149351744569	0.7320268454000366	0	0	3.80561122244489	8.122716639858666	EIF6;MRRF
GO_Molecular_Function_2021	calcium-activated potassium channel activity (GO:0015269)	2/12	0.1183149351744569	0.7320268454000366	0	0	3.80561122244489	8.122716639858666	KCNMB1;KCNMA1
GO_Molecular_Function_2021	exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)	2/12	0.1183149351744569	0.7320268454000366	0	0	3.80561122244489	8.122716639858666	EXO1;TREX1
GO_Molecular_Function_2021	MAP kinase phosphatase activity (GO:0033549)	2/12	0.1183149351744569	0.7320268454000366	0	0	3.80561122244489	8.122716639858666	DUSP2;DUSP7
GO_Molecular_Function_2021	calcium channel activity (GO:0005262)	7/84	0.1267552228804037	0.7320268454000366	0	0	1.7323995239403094	3.578266766515599	CATSPER1;CACNG6;SEC61A1;P2RX4;STIM2;CACNA2D2;ORAI1
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	3/25	0.1269942219814603	0.7320268454000366	0	0	2.595696179447433	5.35651417038493	SEMA5A;SEMA4C;NRG1
GO_Molecular_Function_2021	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	2/13	0.135378994048175	0.7320268454000366	0	0	3.4594643833120786	6.91781160355026	ALDH3A2;ALDH4A1
GO_Molecular_Function_2021	basic amino acid transmembrane transporter activity (GO:0015174)	2/13	0.135378994048175	0.7320268454000366	0	0	3.4594643833120786	6.91781160355026	SLC25A29;SLC38A7
GO_Molecular_Function_2021	cysteine-type endopeptidase inhibitor activity (GO:0004869)	4/40	0.1379595947094308	0.7320268454000366	0	0	2.115573404730031	4.190516013505253	PRDX3;PTTG1;SPOCK1;CST7
GO_Molecular_Function_2021	phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	3/26	0.1385193121264188	0.7320268454000366	0	0	2.482708996554882	4.907683899659748	ADAP2;PLEKHA1;COMMD1
GO_Molecular_Function_2021	flavin adenine dinucleotide binding (GO:0050660)	5/55	0.1393799102295438	0.7320268454000366	0	0	1.9045226130653263	3.75296066718016	CRY1;ETFDH;CYBB;MTHFR;ACOX3
GO_Molecular_Function_2021	hydro-lyase activity (GO:0016836)	5/55	0.1393799102295438	0.7320268454000366	0	0	1.9045226130653263	3.75296066718016	HADHA;FH;CA5B;GMDS;ACO2
GO_Molecular_Function_2021	protein kinase binding (GO:0019901)	31/506	0.1419688645184154	0.7320268454000366	0	0	1.2476780185758514	2.435651536467968	TOP2A;RHOBTB3;KIF14;KIF11;ELAVL1;AURKA;PRDX3;PPP1CC;CCNB1;JAK2;DUSP2;FCRL3;RCC2;CAV1;PLK1;AXIN1;RHOF;CDC25A;CIT;DUSP7;SKI;CCNA2;TPX2;TBL2;STING1;PRC1;KCNQ1;CKS2;VDAC1;CD247;KIF20A
GO_Molecular_Function_2021	glutathione transferase activity (GO:0004364)	3/27	0.1503816144746917	0.7320268454000366	0	0	2.37913741223671	4.507464062748135	GSTZ1;MGST1;MGST2
GO_Molecular_Function_2021	metallopeptidase activity (GO:0008237)	9/121	0.1520180455071383	0.7320268454000366	0	0	1.5315698428715585	2.88510394945213	ADAMTS2;ADAM15;PSMD14;ADAMTSL5;ADAMTS1;MMP23B;RCE1;MPND;MBTPS2
GO_Molecular_Function_2021	endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)	2/14	0.1529420053333532	0.7320268454000366	0	0	3.171008684034736	5.95419184265402	EXO1;DNASE1
GO_Molecular_Function_2021	NADPH binding (GO:0070402)	2/14	0.1529420053333532	0.7320268454000366	0	0	3.171008684034736	5.95419184265402	GRHPR;DECR1
GO_Molecular_Function_2021	nucleoside diphosphate kinase activity (GO:0004550)	2/14	0.1529420053333532	0.7320268454000366	0	0	3.171008684034736	5.95419184265402	NME2;AK4
GO_Molecular_Function_2021	phosphatidylglycerol binding (GO:1901611)	2/14	0.1529420053333532	0.7320268454000366	0	0	3.171008684034736	5.95419184265402	OPA1;PLEKHN1
GO_Molecular_Function_2021	rRNA binding (GO:0019843)	4/42	0.1567023472093967	0.7320268454000366	0	0	2.004016064257028	3.714257703675232	MRPL18;MRPL16;ERAL1;MRPS7
GO_Molecular_Function_2021	phospholipase activity (GO:0004620)	6/73	0.1575316394218323	0.7320268454000366	0	0	1.7057268987056668	3.1524032719685904	PLA2G15;PLCL1;DDHD2;CLC;PLA2G6;PLD3
GO_Molecular_Function_2021	nucleoside-triphosphatase activity (GO:0017111)	18/278	0.1586144572794834	0.7320268454000366	0	0	1.3211655961146795	2.4326342276289377	TOR3A;GFM1;KIF14;SRP54;RHOBTB3;TBCC;RHOF;GNL2;GPN3;KIF15;EFTUD2;KIF18B;RRAS;OPA1;MYO6;TPPP;ABCD1;RAN
GO_Molecular_Function_2021	MHC protein binding (GO:0042287)	3/28	0.1625533960369652	0.7320268454000366	0	0	2.283851554663992	4.149184434716401	ATP5F1A;ATP5F1B;KIR2DS4
GO_Molecular_Function_2021	NAD binding (GO:0051287)	3/28	0.1625533960369652	0.7320268454000366	0	0	2.283851554663992	4.149184434716401	GLUD1;GRHPR;SORD
GO_Molecular_Function_2021	kinase binding (GO:0019900)	28/461	0.1671207144900107	0.7320268454000366	0	0	1.2352236763322213	2.2098631903995267	RHOBTB3;KIF14;KIF11;ELAVL1;AURKA;PRDX3;PPP1CC;CCNB1;JAK2;FCRL3;RCC2;CAV1;PLK1;AXIN1;CDC6;RHOF;CDC25A;CIT;SKI;CCNA2;TPX2;TBL2;ABI2;STING1;PRC1;CKS2;VDAC1;KIF20A
GO_Molecular_Function_2021	aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	2/15	0.170911548865302	0.7320268454000366	0	0	2.926930784646216	5.170742601377594	ALDH3A2;ALDH4A1
GO_Molecular_Function_2021	chloride channel regulator activity (GO:0017081)	2/15	0.170911548865302	0.7320268454000366	0	0	2.926930784646216	5.170742601377594	VAMP8;SLC9A3R1
GO_Molecular_Function_2021	cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656)	2/15	0.170911548865302	0.7320268454000366	0	0	2.926930784646216	5.170742601377594	ATP2A3;CTSH
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	2/15	0.170911548865302	0.7320268454000366	0	0	2.926930784646216	5.170742601377594	ALDH4A1;MTHFR
GO_Molecular_Function_2021	5'-3' RNA polymerase activity (GO:0034062)	3/29	0.1750071158496955	0.7320268454000366	0	0	2.195895378443021	3.827288954067512	MED20;POLR2E;POLR2G
GO_Molecular_Function_2021	DNA-directed 5'-3' RNA polymerase activity (GO:0003899)	3/29	0.1750071158496955	0.7320268454000366	0	0	2.195895378443021	3.827288954067512	MED20;POLR2E;POLR2G
GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	4/44	0.1763245415232927	0.7320268454000366	0	0	1.9036144578313248	3.303587727460643	CCNA2;CCNB2;CCNB1;CKS2
GO_Molecular_Function_2021	guanyl ribonucleotide binding (GO:0032561)	14/214	0.1853965691763338	0.7320268454000366	0	0	1.3346855983772818	2.249289756998746	ARL6;RAB39A;SRP54;NME2;RHOBTB3;RHOF;GNL2;THG1L;ARL4C;GLUD1;ARL4D;RRAS;STING1;RAN
GO_Molecular_Function_2021	ATP hydrolysis activity (GO:0140603)	4/45	0.1864336828460412	0.7320268454000366	0	0	1.8570868841218533	3.119311123851943	TOR3A;KIF14;RHOBTB3;ABCD1
GO_Molecular_Function_2021	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	ATP5F1B;ATP6V0A1
GO_Molecular_Function_2021	C4-dicarboxylate transmembrane transporter activity (GO:0015556)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	SLC38A7;SLC25A11
GO_Molecular_Function_2021	voltage-gated anion channel activity (GO:0008308)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	VDAC2;VDAC1
GO_Molecular_Function_2021	voltage-gated ion channel activity (GO:0005244)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	VDAC2;VDAC1
GO_Molecular_Function_2021	CoA hydrolase activity (GO:0016289)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	ACAA2;ABCD1
