Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	microtubule (GO:0005874)	26/182	1.3489031442179436e-06	3.691089512814555e-05	0	0	3.224503764544832	43.583098343435296	BOD1L1;KIF14;KIF11;SKA1;KIF15;AURKA;KIF19;KIF5C;KIF3A;KIF21A;KIF21B;TPPP;CCT8;PLK1;TBCC;KIF23;CCT6A;TPX2;KIF18B;CDK5;PRC1;KIF4A;CDK1;KIF2C;KIF20A;EFHC2
GO_Cellular_Component_2021	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (GO:0000276)	5/8	1.5267432461970563e-05	0.0003829580975877616	0	0	31.820770519262982	352.8856180047308	ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5MG
GO_Cellular_Component_2021	mitochondrial envelope (GO:0005740)	19/127	1.7898052409251872e-05	0.00041440875193729336	0	0	3.3879639068222147	37.033219075123554	COA4;NDUFA9;NDUFA13;NDUFA6;AK2;ETFDH;SDHD;SDHB;OXA1L;ADAP2;ATP5F1B;OPA1;NDUFAB1;VDAC2;VDAC1;PLEKHN1;MICU1;ABCD1;IKBKE
GO_Cellular_Component_2021	microtubule cytoskeleton (GO:0015630)	34/331	5.88416013811101e-05	0.0012650944296938	0	0	2.216443245428753	21.58962326964168	SHMT2;KIF14;BUB1B;TTK;KIF11;HMMR;SKA1;KIF15;AURKA;CDC20;CCNB2;KIF19;KIF5C;KIF3A;KIF21A;KIF21B;CCT8;TPPP;AAMP;PLK1;TBCC;KIF23;CCSAP;GTF2F2;CKAP5;CCT6A;TPX2;CENPF;KIF18B;CDK5;PRC1;KIF2C;KIF20A;EFHC2
GO_Cellular_Component_2021	mitochondrial respiratory chain complex IV (GO:0005751)	5/10	6.314745222588715e-05	0.0012671588746661	0	0	19.09045226130653	184.60539984982435	NDUFA4;UQCRFS1;UQCRC2;COX6A1;COX5A
GO_Cellular_Component_2021	mitochondrial ribosome (GO:0005761)	7/23	9.256707950164388e-05	0.0017353710305792	0	0	8.36404833836858	77.68174291128089	NDUFA7;MRPL51;MRPL18;MRPL28;MRPL37;MRPL13;MRPL57
GO_Cellular_Component_2021	mitotic spindle (GO:0072686)	17/120	9.801098843803278e-05	0.0017353710305792	0	0	3.1728609665280643	29.28687409296692	SPAG5;CKAP2L;NEXMIF;KIF23;CDC6;KIF11;KNSTRN;CCSAP;SKA1;TPX2;KIF18B;ESPL1;TFDP2;NUSAP1;CDK1;TPPP;EFHC2
GO_Cellular_Component_2021	ficolin-1-rich granule lumen (GO:1904813)	16/123	0.0004194168130848696	0.0070135811521414	0	0	2.8710584302104705	22.327203196261653	PSMD14;CTSZ;NME2;ILF2;GNS;PSMA5;PSMB7;COMMD9;PSMA2;GLB1;PSMD2;PSMD3;PSMB1;CTSH;LTA4H;CCT8
GO_Cellular_Component_2021	mitochondrial respiratory chain complex III (GO:0005750)	4/9	0.0006393918977627987	0.0101293137487685	0	0	15.2570281124498	112.21533486174503	UQCRFS1;CYC1;UQCRC2;UQCRH
GO_Cellular_Component_2021	spindle microtubule (GO:0005876)	10/61	0.0008243497609319543	0.0124064639020259	0	0	3.753020400079224	26.649881297313744	KIF18B;KIF3A;PRC1;KIF4A;BOD1L1;PLK1;CDK1;KIF11;SKA1;AURKA
GO_Cellular_Component_2021	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (GO:0000275)	3/5	0.0011550539102246	0.0165557727132201	0	0	28.5827482447342	193.32251213811875	ATP5F1A;ATP5F1B;ATP5F1C
GO_Cellular_Component_2021	coated vesicle (GO:0030135)	11/84	0.0030333904133683	0.0415022961101762	0	0	2.8837347812235965	16.720108628892074	TMED9;PHETA2;SORT1;CTSZ;DDHD2;AAK1;TMED1;OCRL;VAMP2;YIF1A;YIF1B
GO_Cellular_Component_2021	organelle outer membrane (GO:0031968)	15/142	0.0050083962913539	0.0638400783654206	0	0	2.263040089531956	11.98650756598932	MOAP1;RETSAT;ATP5MC2;ATP5MC3;SYNE3;COASY;TOMM22;QTRT2;OPA1;STING1;VDAC2;BAX;VDAC1;RAB11FIP5;TOMM6
GO_Cellular_Component_2021	ficolin-1-rich granule (GO:0101002)	18/184	0.0050902388065451	0.0638400783654206	0	0	2.0796751159423845	10.981579980347172	PSMD14;CTSZ;NME2;ILF2;GNS;PSMA5;PSMB7;COMMD9;PSMA2;GLB1;PSMD2;PSMD3;PSMB1;CTSH;LTA4H;CCT8;ATP6V0A1;VPS35L
GO_Cellular_Component_2021	lysosome (GO:0005764)	37/477	0.0055977058475448	0.06739637840444	0	0	1.6206929104125365	8.403938481690178	GRN;CTSZ;GBA;PSEN2;CD1D;VLDLR;IFI30;CST7;LIPA;GNS;PLD3;TMEM165;MYO6;CTSH;DRAM2;ABCD1;ATP6V0A1;ABCA5;MIOS;SORT1;FUCA2;CYBRD1;HLA-F;VAMP8;PLA2G15;CLCN7;P2RX4;TCN2;NPC2;GLB1;KCNQ1;PPT1;SPNS1;LAMTOR2;MAN2B1;KPTN;CD68
GO_Cellular_Component_2021	endoplasmic reticulum membrane (GO:0005789)	51/712	0.0063903025160409	0.0739800406664742	0	0	1.4910017551718586	7.533992610225486	PIGS;ERO1B;MCFD2;PIGN;KDELR1;ATP2A3;SEC61A1;PTGDS;ABCD1;FADS1;VKORC1;ALG8;TMED9;ALG14;CYBB;ALG1;PDIA6;COPZ1;DDOST;ALDH3A2;SELENON;SOAT1;TMX2;COPB2;RETSAT;RPN2;HM13;MGST1;MGST2;TMTC2;PLD3;RCE1;SEC11A;MPDU1;DMPK;SRD5A1;TREX1;CAV1;RHBDD1;SRD5A3;B3GAT1;ERLIN2;YIF1A;DHRS4;YIF1B;EXT2;G6PC3;STING1;DOLPP1;CDK1;BAX
GO_Cellular_Component_2021	vacuolar lumen (GO:0005775)	16/161	0.0068836231961898	0.0767396511871533	0	0	2.114381833473507	10.526682832375377	GRN;FUCA2;GBA;PRSS57;ADA2;DEFA1;IFI30;LIPA;GNS;PLD3;TCN2;NPC2;GLB1;PPT1;MAN2B1;CCT8
GO_Cellular_Component_2021	polymeric cytoskeletal fiber (GO:0099513)	22/256	0.0096567891049056	0.1038104828777354	0	0	1.804013073951724	8.37079037892812	KIF14;TBCC;KIF23;KRT5;KIF11;KIF15;ACTG1;AMOT;CCT6A;KIF19;KIF18B;CDK5;KIF5C;KIF3A;MYO6;KIF21A;KIF2C;KIF21B;KIF20A;CCT8;TPPP;EFHC2
GO_Cellular_Component_2021	mitochondrial outer membrane (GO:0005741)	13/126	0.010423543540543	0.1061147616205702	0	0	2.201459683854713	10.046775646703288	MOAP1;ATP5MC2;ATP5MC3;COASY;TOMM22;QTRT2;OPA1;STING1;VDAC2;BAX;VDAC1;RAB11FIP5;TOMM6
GO_Cellular_Component_2021	lysosomal lumen (GO:0043202)	10/86	0.0105762220884289	0.1061147616205702	0	0	2.515151515151515	11.441793961671523	TCN2;NPC2;GLB1;GBA;PPT1;MAN2B1;IFI30;LIPA;GNS;PLD3
GO_Cellular_Component_2021	integral component of organelle membrane (GO:0031301)	19/214	0.0111978414227616	0.1087274280081051	0	0	1.8677696751091248	8.390085350518307	SLC35B3;WDR83OS;RHBDD1;BFAR;PCSK7;TVP23C;YIF1A;YIF1B;OXA1L;SEC61A1;TBL2;P2RX4;STING1;DOLPP1;RCE1;XXYLT1;MICU1;SLC35A5;ABCD1
GO_Cellular_Component_2021	azurophil granule lumen (GO:0035578)	10/90	0.0143095772552726	0.1345994610574083	0	0	2.388888888888889	10.14519598853734	GRN;NPC2;GLB1;FUCA2;PRSS57;ADA2;MAN2B1;CCT8;DEFA1;GNS
GO_Cellular_Component_2021	cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	5/30	0.0155565974647313	0.141895025360125	0	0	3.814070351758794	15.879006412874762	CCNA2;CCNB2;CCNB1;CDK1;CKS2
GO_Cellular_Component_2021	clathrin vesicle coat (GO:0030125)	3/12	0.0195303777241044	0.1729012851457479	0	0	6.3493814777666335	24.989795259131327	CLTA;NCALD;EPN2
GO_Cellular_Component_2021	mitochondrial alpha-ketoglutarate dehydrogenase complex (GO:0005947)	2/5	0.022575171043868	0.194146470977265	0	0	12.69004676018704	48.10675667565275	BCKDHA;BCKDK
GO_Cellular_Component_2021	azurophil granule (GO:0042582)	14/155	0.0235717518464255	0.1970860362715023	0	0	1.8991123962424292	7.117315376974261	GRN;FUCA2;MGST1;PRSS57;ADA2;DEFA1;GNS;DDOST;VAMP8;NPC2;GLB1;MAN2B1;CCT8;CD68
GO_Cellular_Component_2021	lytic vacuole (GO:0000323)	18/219	0.0268171128163757	0.2181608366953807	0	0	1.714350852661337	6.203747244054031	GRN;ABCA5;SORT1;FUCA2;CTSZ;GBA;CD1D;IFI30;CST7;LIPA;PLA2G15;NPC2;KCNQ1;PPT1;CTSH;MAN2B1;CD68;DRAM2
GO_Cellular_Component_2021	cytoplasmic vesicle lumen (GO:0060205)	11/115	0.0290442359603089	0.2300609216856054	0	0	2.020844676051956	7.151638425028555	PSMA5;PSMB7;COMMD9;PSMD14;PSMA2;PSMD2;PSMD3;PSMB1;NME2;CTSH;CCT8
GO_Cellular_Component_2021	TIM23 mitochondrial import inner membrane translocase complex (GO:0005744)	3/14	0.0300009827354179	0.2315460462400207	0	0	5.19440138597611	18.21429904722408	ROMO1;DNAJC15;SLC25A6
GO_Cellular_Component_2021	signal recognition particle, endoplasmic reticulum targeting (GO:0005786)	2/6	0.0327506934720617	0.2464489683772648	0	0	9.517034068136272	32.53713245547948	SRP54;SRP9
GO_Cellular_Component_2021	serine/threonine protein kinase complex (GO:1902554)	5/37	0.0357830081981584	0.2590034970958803	0	0	2.978643216080402	9.91972227292199	CCNA2;CCNB2;CCNB1;CDK1;CKS2
GO_Cellular_Component_2021	PRC1 complex (GO:0035102)	3/15	0.0361400228505879	0.2590034970958803	0	0	4.761283851554664	15.809149603032669	CBX7;CBX4;BMI1
GO_Cellular_Component_2021	neuromuscular junction (GO:0031594)	5/38	0.0395710661303088	0.2769974629121618	0	0	2.888229023907416	9.32798931876806	SYNGR2;CDK5;PSEN2;SPOCK1;ANK3
GO_Cellular_Component_2021	COPII-coated ER to Golgi transport vesicle (GO:0030134)	8/79	0.0434408380712425	0.290215269558427	0	0	2.1500454338936845	6.7433064153256765	MCFD2;TMED9;CTSZ;DDHD2;TMED1;HLA-F;YIF1A;YIF1B
GO_Cellular_Component_2021	microbody membrane (GO:0031903)	6/52	0.0443141593450116	0.290215269558427	0	0	2.487183973405651	7.751187053130461	ALDH3A2;MGST1;MPV17;ABCD1;GDAP1;DHRS4
GO_Cellular_Component_2021	astral microtubule (GO:0000235)	2/7	0.0443518352149091	0.290215269558427	0	0	7.613226452905812	23.71977740261123	KIF18B;CCSAP
GO_Cellular_Component_2021	clathrin-coated vesicle (GO:0030136)	8/80	0.0462468533421356	0.2911413249126289	0	0	2.120071684587814	6.516595470101481	TMED9;PHETA2;SORT1;MYO6;AAK1;CLTA;OCRL;VAMP2
GO_Cellular_Component_2021	secretory granule lumen (GO:0034774)	23/316	0.0464278524777614	0.2911413249126289	0	0	1.50303743786265	4.614108092412941	GRN;PSMD14;HGF;FUCA2;CTSZ;NME2;PRSS57;ADA2;DEFA1;GNS;ILF2;PSMA5;PSMB7;COMMD9;PSMA2;NPC2;GLB1;PSMD2;PSMD3;PSMB1;CTSH;MAN2B1;CCT8
GO_Cellular_Component_2021	peroxisomal membrane (GO:0005778)	6/53	0.0479476199201559	0.2945353795095293	0	0	2.43413673530545	7.394045998806471	ALDH3A2;MGST1;MPV17;ABCD1;GDAP1;DHRS4
GO_Cellular_Component_2021	COPI-coated vesicle membrane (GO:0030663)	3/17	0.0501780054933543	0.302071593069993	0	0	4.080670583178105	12.210094726938117	COPB2;KDELR1;COPZ1
GO_Cellular_Component_2021	integral component of endoplasmic reticulum membrane (GO:0030176)	12/142	0.0526218430899527	0.3105720543152111	0	0	1.7630021800062283	5.191378491751856	SLC35B3;WDR83OS;SEC61A1;TBL2;STING1;RHBDD1;HM13;DOLPP1;BFAR;RCE1;HLA-F;XXYLT1
GO_Cellular_Component_2021	integral component of Golgi membrane (GO:0030173)	6/55	0.0557512937072707	0.3227142193440093	0	0	2.3345378392805816	6.739471448209903	SLC35B3;PCSK7;TVP23C;SLC35A5;YIF1A;YIF1B
GO_Cellular_Component_2021	anaphase-promoting complex (GO:0005680)	3/19	0.0664579564912492	0.3733280691508556	0	0	3.570210631895687	9.679504241384748	ANAPC15;UBE2C;BUB1B
GO_Cellular_Component_2021	voltage-gated calcium channel complex (GO:0005891)	4/31	0.0669757997812166	0.3733280691508556	0	0	2.8221032277257176	7.629341376564999	CATSPER1;CACNG6;CATSPERG;CACNA2D2
GO_Cellular_Component_2021	tertiary granule membrane (GO:0070821)	7/73	0.0719561610404155	0.3937964449666379	0	0	2.022307668833349	5.322103492045739	VAMP8;FRMPD3;CLEC12A;CYBB;LAMTOR2;CD47;GPR84
GO_Cellular_Component_2021	lytic vacuole membrane (GO:0098852)	19/267	0.077929316509052	0.4069559580693651	0	0	1.464470093058433	3.7372589378080376	GRN;ABCA5;MIOS;GBA;PSEN2;CYBRD1;VLDLR;HLA-F;TMEM165;VAMP8;CLCN7;P2RX4;MYO6;SPNS1;LAMTOR2;KPTN;CD68;ABCD1;ATP6V0A1
GO_Cellular_Component_2021	caveola (GO:0005901)	6/60	0.0784167626844623	0.4069559580693651	0	0	2.11781801922647	5.39136653044446	CAV1;PTCH1;MYOF;KCNMA1;JAK2;BMPR1A
GO_Cellular_Component_2021	intrinsic component of Golgi membrane (GO:0031228)	6/60	0.0784167626844623	0.4069559580693651	0	0	2.11781801922647	5.39136653044446	SLC35B3;PCSK7;TVP23C;SLC35A5;YIF1A;YIF1B
GO_Cellular_Component_2021	intrinsic component of endoplasmic reticulum membrane (GO:0031227)	10/121	0.081442268031971	0.4154936047054792	0	0	1.7189007189007188	4.310763865155482	SLC35B3;WDR83OS;SEC61A1;TBL2;STING1;RHBDD1;DOLPP1;BFAR;RCE1;XXYLT1
GO_Cellular_Component_2021	CatSper complex (GO:0036128)	2/10	0.0860969140592597	0.4319195188639531	0	0	4.75751503006012	11.666767091109651	CATSPER1;CATSPERG
GO_Cellular_Component_2021	endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	5/49	0.0967823010309069	0.4775651247590652	0	0	2.164915486523527	5.05570795887171	MCFD2;TMED9;KDELR1;CTSZ;MGAT1
GO_Cellular_Component_2021	cell cortex region (GO:0099738)	2/11	0.1018508314662798	0.4847005174123904	0	0	4.228679581384992	9.659344303647432	ANLN;CTSZ
GO_Cellular_Component_2021	microfibril (GO:0001527)	2/11	0.1018508314662798	0.4847005174123904	0	0	4.228679581384992	9.659344303647432	ADAMTSL5;LTBP4
GO_Cellular_Component_2021	vesicle coat (GO:0030120)	4/36	0.1034997490654119	0.4847005174123904	0	0	2.380522088353413	5.3994670895702175	COPB2;CLTA;COPZ1;EPN2
GO_Cellular_Component_2021	lysosomal membrane (GO:0005765)	22/330	0.1046695469495195	0.4847005174123904	0	0	1.3651767455448438	3.0811316470086063	GRN;ABCA5;MIOS;GBA;MGST1;PSEN2;CLTA;CYBRD1;VLDLR;HLA-F;DDOST;TMEM165;VAMP8;CLCN7;P2RX4;MYO6;SPNS1;LAMTOR2;KPTN;CD68;ABCD1;ATP6V0A1
GO_Cellular_Component_2021	peroxisome (GO:0005777)	10/128	0.1079777169570581	0.492443830364765	0	0	1.6163328197226503	3.597682722805358	ALDH3A2;GRHPR;HMGCL;PMVK;MGST1;MPV17;ACOX3;ABCD1;GDAP1;DHRS4
GO_Cellular_Component_2021	plasma membrane raft (GO:0044853)	7/82	0.1155369243095349	0.5161274708335004	0	0	1.7787848271231956	3.838911350527413	CAV1;PTCH1;MYOF;KCNMA1;ORAI1;JAK2;BMPR1A
GO_Cellular_Component_2021	intrinsic component of mitochondrial membrane (GO:0098573)	2/12	0.1183149351744569	0.5161274708335004	0	0	3.80561122244489	8.122716639858666	OXA1L;MICU1
GO_Cellular_Component_2021	T cell receptor complex (GO:0042101)	2/12	0.1183149351744569	0.5161274708335004	0	0	3.80561122244489	8.122716639858666	ZAP70;CD247
GO_Cellular_Component_2021	tertiary granule (GO:0070820)	12/164	0.1203951091618178	0.5176989693958168	0	0	1.5060728744939271	3.188320684560705	VAMP8;FRMPD3;CLEC12A;CYBB;CTSH;LAMTOR2;GPR84;LTA4H;CD47;ILF2;ATP6V0A1;VPS35L
GO_Cellular_Component_2021	phagocytic vesicle (GO:0045335)	8/100	0.1274260598959813	0.5402147046294421	0	0	1.6574333800841514	3.4146757491511037	VAMP8;RAB39A;CYBB;HLA-F;SCIMP;MPEG1;ATP6V0A1;RAB11FIP5
GO_Cellular_Component_2021	COPI vesicle coat (GO:0030126)	2/13	0.135378994048175	0.5659594056736207	0	0	3.4594643833120786	6.91781160355026	COPB2;COPZ1
GO_Cellular_Component_2021	exocytic vesicle membrane (GO:0099501)	4/41	0.1472147928272698	0.5988061167703815	0	0	2.058287202865516	3.943395437009256	SYNGR2;SEMA4C;CLTA;VAMP2
GO_Cellular_Component_2021	synaptic vesicle membrane (GO:0030672)	4/41	0.1472147928272698	0.5988061167703815	0	0	2.058287202865516	3.943395437009256	SYNGR2;SEMA4C;CLTA;VAMP2
GO_Cellular_Component_2021	clathrin coat (GO:0030118)	2/15	0.170911548865302	0.6681087819279989	0	0	2.926930784646216	5.170742601377594	CLTA;EPN2
GO_Cellular_Component_2021	proton-transporting V-type ATPase complex (GO:0033176)	2/15	0.170911548865302	0.6681087819279989	0	0	2.926930784646216	5.170742601377594	ATP6V0A1;ATP6V1F
GO_Cellular_Component_2021	RNA polymerase II, core complex (GO:0005665)	2/15	0.170911548865302	0.6681087819279989	0	0	2.926930784646216	5.170742601377594	POLR2E;POLR2G
GO_Cellular_Component_2021	early endosome (GO:0005769)	17/266	0.1800124766604643	0.6946635317282023	0	0	1.302328336744741	2.233140317235239	WASHC5;PHETA2;SORT1;SPHK1;CAV1;OCRL;COMMD1;HLA-F;TM9SF4;PLD3;TMEM230;CLN6;PRDX3;VAMP8;SNX17;KCNQ1;RAB11FIP5
GO_Cellular_Component_2021	calcium channel complex (GO:0034704)	4/45	0.1864336828460412	0.7014567317082303	0	0	1.8570868841218533	3.119311123851943	CACNG6;CACNA2D2;ORAI1;MICU1
GO_Cellular_Component_2021	phagocytic vesicle membrane (GO:0030670)	4/45	0.1864336828460412	0.7014567317082303	0	0	1.8570868841218533	3.119311123851943	VAMP8;CYBB;HLA-F;ATP6V0A1
GO_Cellular_Component_2021	nuclear outer membrane (GO:0005640)	2/16	0.1892031827680834	0.7030883705332485	0	0	2.717721156598912	4.524825813315175	RETSAT;SYNE3
GO_Cellular_Component_2021	membrane raft (GO:0045121)	11/163	0.1935184636637571	0.7103543605218403	0	0	1.3791708796764408	2.26512591263986	ZAP70;KCNQ1;CAV1;PSEN2;PPT1;ORAI1;ERLIN2;AKAP5;JAK2;CLN6;S100A10
GO_Cellular_Component_2021	P-body (GO:0000932)	6/80	0.2104409939458463	0.7110845420263304	0	0	1.5438033607047692	2.4060946953315354	PSMA4;LSM6;PSMA2;CAPRIN1;POLR2G;TNRC6B
GO_Cellular_Component_2021	acrosomal vesicle (GO:0001669)	4/48	0.2177978724702507	0.7110845420263304	0	0	1.7301935012778389	2.63713988996411	CCDC136;VDAC2;KNL1;PPFIA3
GO_Cellular_Component_2021	bleb (GO:0032059)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	ANLN
GO_Cellular_Component_2021	clathrin-sculpted monoamine transport vesicle (GO:0070081)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	VAMP2
GO_Cellular_Component_2021	clathrin-sculpted monoamine transport vesicle membrane (GO:0070083)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	VAMP2
GO_Cellular_Component_2021	Cul4B-RING E3 ubiquitin ligase complex (GO:0031465)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	DDB1
GO_Cellular_Component_2021	cyclin A2-CDK2 complex (GO:0097124)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	CCNA2
GO_Cellular_Component_2021	external side of apical plasma membrane (GO:0098591)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	ABCB1
GO_Cellular_Component_2021	PAM complex, Tim23 associated import motor (GO:0001405)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	DNAJC15
