Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mitotic sister chromatid segregation (GO:0000070)	17/102	1.1520888291865118e-05	0.0009046640377755038	0	0	3.8484231943031535	43.76176246088761	SPAG5;CDCA5;PLK1;KIF14;CDCA8;NCAPG;KIF23;KNSTRN;CCNB1;KIF18B;ESPL1;PRC1;NUSAP1;CDK1;KIF2C;DLGAP5;RAN
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	16/92	1.188438165135445e-05	0.0009115044345620228	0	0	4.048780487804878	45.914326602492274	PSMD14;JADE1;AURKA;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	NIK/NF-kappaB signaling (GO:0038061)	14/74	1.5333990433850372e-05	0.0011493522829736	0	0	4.482082488167681	49.68585020783738	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	14/75	1.7996072324076732e-05	0.0013189121449956	0	0	4.408372959132777	48.16304849152996	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	15/85	1.846040767814805e-05	0.0013235309678811	0	0	4.118201595358956	44.88791244945827	FZD2;PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	15/87	2.4610654977766552e-05	0.0017269348960994	0	0	4.0033840947546535	42.48523745242848	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;ELOC
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	29/253	2.81552132716269e-05	0.0019057783828419	0	0	2.5034206267470944	26.230285628698063	SEMA5A;DRAXIN;PSMD14;PTPRO;CTNND1;JADE1;GLI1;GLI3;PSMD8;PSMB6;PSMB7;SLC9A3R1;PSMB5;PSMB2;PSMD5;PSMD2;PSMD3;PSMB1;CAV1;SOX13;AXIN1;TMEM64;PSMA5;PSMA4;PSMA1;DAAM2;PSMA2;LGR6;CSNK1G2
GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)	15/88	2.8315082098015756e-05	0.0019057783828419	0	0	3.948334608163549	41.34741786142239	FZD2;PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	cellular respiration (GO:0045333)	10/42	3.179668819326699e-05	0.0020580820041093	0	0	5.987373737373737	62.00613106107636	OXA1L;NDUFS7;COX15;MDH2;NDUFS4;ETFDH;UQCRFS1;UQCRC2;SDHB;UQCRH
GO_Biological_Process_2021	sister chromatid segregation (GO:0000819)	9/34	3.182601037282529e-05	0.0020580820041093	0	0	6.893037336024218	71.37896403347786	TOP2A;KIF18B;SPAG5;ESPL1;PLK1;NUSAP1;CDCA8;KNSTRN;RAN
GO_Biological_Process_2021	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	15/89	3.2502433991529415e-05	0.002061404371232	0	0	3.894772945534367	40.24934535645264	PSMD14;KIF14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	regulation of mRNA catabolic process (GO:0061013)	18/122	3.571179956601936e-05	0.0022222172635609	0	0	3.3304088986370046	34.10348504849309	PSMD14;ELAVL1;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PCBP4;PSMA2;PSMD2;PSMD3;PSMB1;IGF2BP3;EXOSC1
GO_Biological_Process_2021	mitotic spindle assembly checkpoint signaling (GO:0007094)	7/21	4.793991177173748e-05	0.0028233183754141	0	0	9.559919436052366	95.07877308522684	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1
GO_Biological_Process_2021	mitotic spindle checkpoint signaling (GO:0071174)	7/21	4.793991177173748e-05	0.0028233183754141	0	0	9.559919436052366	95.07877308522684	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1
GO_Biological_Process_2021	spindle assembly checkpoint signaling (GO:0071173)	7/21	4.793991177173748e-05	0.0028233183754141	0	0	9.559919436052366	95.07877308522684	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1
GO_Biological_Process_2021	interleukin-1-mediated signaling pathway (GO:0070498)	15/94	6.270255055862312e-05	0.0036177346912435	0	0	3.647304504272955	35.29536117378231	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;RPS6KA5;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	tumor necrosis factor-mediated signaling pathway (GO:0033209)	17/116	6.362298729294362e-05	0.0036177346912435	0	0	3.301756116608609	31.90333640719357	EDARADD;PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;TNFSF8;JAK2
GO_Biological_Process_2021	negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	7/22	6.728700978875013e-05	0.0037612298014118	0	0	8.92212151728768	85.71074721390876	CDC20;CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	18/129	7.563213124256019e-05	0.0041572461472993	0	0	3.119227170143667	29.600309698860368	PSMD14;RFC2;CDC6;PSMD8;PSMA5;PSMB6;POLE4;PSMB7;PSMA4;PSMB5;ORC1;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	cellular response to hypoxia (GO:0071456)	18/131	9.264869924453568e-05	0.0050091050837455	0	0	3.063695185912802	28.451604739968293	ACAA2;PSMD14;AK4;PSMD8;PSMA5;PSMB6;PSMB7;TBL2;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;ELOC
GO_Biological_Process_2021	dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	6/17	0.00011833415309534506	0.0062946134985233	0	0	10.42015730748125	94.21904288453608	ALG8;DOLPP1;SRD5A3;ALG14;ALG1;MPDU1
GO_Biological_Process_2021	protein insertion into mitochondrial membrane (GO:0051204)	7/24	0.00012506949795718748	0.0065472889565524	0	0	7.871630827557609	70.73952026493247	TIMM8B;MOAP1;NDUFA13;TIMM13;BAX;ROMO1;TOMM22
GO_Biological_Process_2021	mitotic cytokinesis (GO:0000281)	10/49	0.00012922355282278487	0.0066590512063991	0	0	4.910903910903911	43.97207001559473	ANLN;ESPL1;KIF4A;PLK1;NUSAP1;KIF23;ANK3;EFHC2;KIF20A;CIT
GO_Biological_Process_2021	microtubule depolymerization (GO:0007019)	6/18	0.00017001476847356342	0.0086262877911663	0	0	9.551307847082494	82.90177277260487	KIF18B;KIF19;KIF14;KIF2C;CCSAP;CKAP5
GO_Biological_Process_2021	malate metabolic process (GO:0006108)	4/7	0.00019255968499406884	0.0093447810151965	0	0	25.43105756358768	217.565352468448	FH;MDH1;MDH2;ME2
GO_Biological_Process_2021	cellular response to lectin (GO:1990858)	16/115	0.0001926758972205483	0.0093447810151965	0	0	3.104377104377104	26.55639726001703	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;RPS6KA5;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;KLRD1
GO_Biological_Process_2021	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	16/115	0.0001926758972205483	0.0093447810151965	0	0	3.104377104377104	26.55639726001703	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;RPS6KA5;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;KLRD1
GO_Biological_Process_2021	regulation of mitotic metaphase/anaphase transition (GO:0030071)	7/26	0.00021774560498768805	0.0104076087717303	0	0	7.042296072507553	59.38193011222384	CCNB1;ANAPC15;ESPL1;UBE2C;PLK1;CDC6;DLGAP5
GO_Biological_Process_2021	oligosaccharide-lipid intermediate biosynthetic process (GO:0006490)	5/13	0.00028429627662226683	0.0131556087451164	0	0	11.92964824120603	97.41146679380616	ALG8;SRD5A3;ALG14;ALG1;MPDU1
GO_Biological_Process_2021	protein-DNA complex assembly (GO:0065004)	18/143	0.0002845919393274956	0.0131556087451164	0	0	2.7678207739307537	22.59774593017288	PSMD14;NAP1L2;CDC6;PSMD8;DDB1;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;ORC1;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	16/119	0.0002872055274858655	0.0131556087451164	0	0	2.983187307601231	24.328824664508545	PSMD14;PSMD8;PSMA5;PSMB6;PSMB7;RPS6KA5;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1;KLRD1
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	31/321	0.0003664321550200046	0.0164038069480584	0	0	2.064019074054304	16.329893866362728	ANAPC15;PSMD14;KIF14;BUB1B;AURKA;CDC20;PSMD8;PSMB6;PSMB7;CCNB1;PSMB5;PSMB2;PTTG1;PSMD5;PSMD2;PSMD3;PSMB1;UBE2C;PLK1;UBE2E1;BFAR;ERLIN2;PPP2R5C;KCTD5;TOPORS;DDB1;PSMA5;PSMA4;PSMA1;PSMA2;CDK1
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	18/146	0.0003680660139952467	0.0164038069480584	0	0	2.702520366598778	21.369499439448926	PSMD14;ELAVL1;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PCBP4;PSMA2;PSMD2;PSMD3;PSMB1;IGF2BP3;EXOSC1
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	15/111	0.0004161391376342865	0.0182990250122383	0	0	2.998730964467005	23.343593868927897	PSMD14;NFATC3;PSMD8;PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;PSMB2;PSMD5;PSMA2;PSMD2;PSMD3;PSMB1
GO_Biological_Process_2021	aerobic respiration (GO:0009060)	6/21	0.0004368128661219964	0.0189553793746097	0	0	7.639839034205232	59.1018381518951	OXA1L;NDUFS7;MDH2;UQCRC2;SDHB;UQCRH
